model,cadence_s,first_report_s,trial_idx,max_visits,dt_ms,visits_at_first_packet,error,timestamp
b18c384nbt,0.25,0.01,24,2000000,289.8364859819412,237,,1779005788.5429475
b18c384nbt,0.25,0.035,24,2000000,312.123762011528,272,,1779005789.1133332
b18c384nbt,0.125,0.015,24,2000000,166.09811902046204,35,,1779005789.5375385
b18c384nbt,0.0,0.0,24,1,59.868506014347076,1,,1779005789.8526087
b18c384nbt,0.05,0.0,24,2000000,,,,1779005792.1159644
b18c384nbt,0.25,0.025,24,2000000,302.2719410061836,176,,1779005792.6763275
b18c384nbt,0.25,0.125,24,2000000,152.90285298228264,50,,1779005793.087356
b28c512nbt,0.25,0.06,24,2000000,341.19877701997757,86,,1779005793.6865451
b28c512nbt,0.125,0.035,24,2000000,,,,1779005795.9497852
b28c512nbt,0.25,0.01,24,2000000,291.50301399827003,1,,1779005796.498872
b28c512nbt,0.0,0.0,24,1,88.32163599133492,1,,1779005796.8425527
b28c512nbt,0.25,0.021,24,2000000,316.3695900142193,33,,1779005797.4169776
b28c512nbt,0.04,0.0,24,2000000,229.04164800047874,1,,1779005797.9034297
b28c512nbt,0.25,0.008,24,2000000,288.8317219913006,66,,1779005798.4510376
b28c512nbt,0.125,0.015,24,2000000,163.1366210281849,1,,1779005798.8718762
b28c512nbt,0.06,0.0,24,2000000,264.7458970248699,2,,1779005799.3945253
b28c512nbt,0.25,0.012,24,2000000,292.2184789776802,19,,1779005799.9447026
b28c512nbt,0.02,0.0,24,2000000,228.3134570121765,1,,1779005800.430521
b28c512nbt,0.25,0.026,24,2000000,301.734522998333,70,,1779005800.990487
b28c512nbt,0.125,0.026,24,2000000,174.5273559987545,3,,1779005801.4233446
b28c512nbt,0.25,0.028,24,2000000,304.8224520087242,35,,1779005801.9859633
b28c512nbt,0.25,0.05,24,2000000,335.9613640010357,87,,1779005802.5802555
b28c512nbt,0.25,0.125,24,2000000,402.9620360136032,134,,1779005803.2413986
b28c512nbt,0.075,0.0,24,2000000,250.47073397040367,7,,1779005803.7495933
b28c512nbt,0.125,0.012,24,2000000,290.36924400925636,22,,1779005804.2978094
b28c512nbt,0.25,0.045,24,2000000,322.2909190058708,45,,1779005804.8775682
b28c512nbt,0.125,0.022,24,2000000,300.71488004922867,33,,1779005805.4362998
b28c512nbt,0.125,0.021,24,2000000,299.8377910256386,33,,1779005805.9949307
b28c512nbt,0.125,0.1,24,2000000,254.45330402255058,3,,1779005806.5074167
b28c512nbt,0.25,0.025,24,2000000,304.81561997532845,33,,1779005807.070563
b28c512nbt,0.25,0.022,24,2000000,304.35447499156,66,,1779005807.6331837
b28c512nbt,0.125,0.028,24,2000000,306.29157102108,58,,1779005808.1978402
b28c512nbt,0.25,0.027,24,2000000,304.73271000385284,76,,1779005808.7609246
b28c512nbt,0.05,0.0,24,2000000,173.45404401421547,2,,1779005809.1920717
b28c512nbt,0.125,0.0,24,2000000,283.1794779896736,55,,1779005809.7333844
b28c512nbt,0.125,0.024,24,2000000,175.08968499302864,2,,1779005810.1662872
b28c512nbt,0.2,0.0,24,2000000,228.11195200681686,10,,1779005810.652563
b28c512nbt,0.25,0.175,24,2000000,198.77908098697662,3,,1779005811.1093097
b28c512nbt,0.5,0.0,24,2000000,529.3325179815292,251,,1779005811.8965225
b28c512nbt,0.125,0.045,24,2000000,195.43520098924637,1,,1779005812.3497615
b28c512nbt,0.25,0.018,24,2000000,294.7746929824352,62,,1779005812.9033308
b28c512nbt,0.25,0.005,24,2000000,281.6400569975376,52,,1779005813.442657
b28c512nbt,0.15,0.0,24,2000000,174.92286801338196,1,,1779005813.8755636
b28c512nbt,0.125,0.075,24,2000000,225.71940198540688,10,,1779005814.3586938
b28c512nbt,0.25,0.115,24,2000000,397.6476940214634,140,,1779005815.014368
b28c512nbt,0.125,0.025,24,2000000,309.22157099843025,73,,1779005815.5814886
b28c512nbt,0.125,0.01,24,2000000,161.10372599959373,1,,1779005816.0006711
b28c512nbt,0.125,0.04,24,2000000,320.191045999527,35,,1779005816.5781875
b28c512nbt,0.125,0.06,24,2000000,209.48751398921013,5,,1779005817.0462983
b28c512nbt,0.125,0.023,24,2000000,174.1245529949665,3,,1779005817.4785597
b28c512nbt,0.125,0.05,24,2000000,207.31158003211021,10,,1779005817.9438043
b28c512nbt,0.125,0.02,24,2000000,298.0462310016155,70,,1779005818.5002441
b28c512nbt,0.175,0.0,24,2000000,,,,1779005820.7563784
b28c512nbt,0.0,0.0,24,64,403.81656098365784,70,,1779005821.4165661
b28c512nbt,0.25,0.023,24,2000000,305.32422998547554,76,,1779005821.9797328
b28c512nbt,0.25,0.075,24,2000000,350.37302100658417,89,,1779005822.5897884
b28c512nbt,0.125,0.115,24,2000000,269.8038230240345,43,,1779005823.117612
b28c512nbt,0.125,0.008,24,2000000,156.72412899136543,1,,1779005823.5318296
b28c512nbt,0.125,0.001,24,2000000,157.1186399757862,1,,1779005823.9472184
b28c512nbt,1.0,0.0,24,2000000,1029.917837023735,618,,1779005825.2349908
b28c512nbt,0.125,0.005,24,2000000,284.0582070052624,57,,1779005825.7771711
b28c512nbt,0.25,0.032,24,2000000,311.186636030674,83,,1779005826.3462868
b28c512nbt,0.125,0.018,24,2000000,302.29792299866676,65,,1779005826.907005
b28c512nbt,0.125,0.003,24,2000000,285.8073210120201,44,,1779005827.451022
b28c512nbt,0.3,0.0,24,2000000,326.6086819767952,73,,1779005828.0349684
b28c512nbt,0.25,0.001,24,2000000,277.31474900245667,50,,1779005828.5704303
b28c512nbt,0.25,0.024,24,2000000,301.12888300418854,73,,1779005829.1302488
b28c512nbt,0.25,0.2,24,2000000,228.36490896344185,10,,1779005829.6166198
b28c512nbt,0.25,0.15,24,2000000,431.22987499833107,103,,1779005830.3055844
b28c512nbt,0.0,0.0,24,0,10.99965900182724,,Must be an integer from 1 to 2^50,1779005830.5725882
b28c512nbt,0.25,0.0,24,2000000,276.56770500540733,17,,1779005831.1063497
b28c512nbt,0.03,0.0,24,2000000,236.8289330303669,1,,1779005831.6011956
b28c512nbt,0.25,0.04,24,2000000,318.0689099729061,85,,1779005832.1778684
b28c512nbt,0.1,0.0,24,2000000,226.79394298791885,1,,1779005832.6625037
b28c512nbt,0.125,0.03,24,2000000,177.5751680135727,1,,1779005833.098212
b28c512nbt,0.25,0.035,24,2000000,314.95576599240303,70,,1779005833.6717942
b28c512nbt,0.25,0.03,24,2000000,309.9453529715538,43,,1779005834.2400584
b28c512nbt,0.25,0.003,24,2000000,284.4065330028534,49,,1779005834.7826319
b28c512nbt,0.25,0.02,24,2000000,296.87920302152634,33,,1779005835.3375354
b28c512nbt,0.0,0.0,24,32,295.79755195975304,35,,1779005835.8886447
b28c512nbt,0.125,0.027,24,2000000,310.9551149904728,33,,1779005836.4565423
b28c512nbt,0.125,0.032,24,2000000,187.07134598493576,2,,1779005836.9006467
b28c512nbt,0.25,0.015,24,2000000,300.17416301369667,59,,1779005837.4603136
b28c512nbt,0.4,0.0,24,2000000,433.3237150013447,165,,1779005838.15154
b28c512nbt,0.75,0.0,24,2000000,778.9697049856186,432,,1779005839.1885846
b28c512nbt,0.25,0.1,24,2000000,377.04901200532913,127,,1779005839.8252027
fdx6d,0.06,0.0,24,2000000,,,,1779005842.0878549
fdx6d,0.25,0.0,24,2000000,534.9832080006599,14,,1779005842.8806412
fdx6d,0.25,0.2,24,2000000,484.28846499323845,4,,1779005843.6228342
fdx6d,0.125,0.03,24,2000000,,,,1779005845.8853624
fdx6d,0.125,0.015,24,2000000,549.9888240098953,3,,1779005846.6937954
fdx6d,0.25,0.02,24,2000000,552.844505995512,7,,1779005847.5049682
fdx6d,0.25,0.003,24,2000000,538.851912021637,1,,1779005848.3009262
fdx6d,0.4,0.0,24,2000000,432.8395319581032,2,,1779005848.9914834
fdx6d,0.125,0.026,24,2000000,558.3891189694405,3,,1779005849.8077874
fdx6d,0.125,0.045,24,2000000,582.7218930125237,2,,1779005850.6486027
fdx6d,0.15,0.0,24,2000000,483.3092370033264,1,,1779005851.389751
fdx6d,0.25,0.115,24,2000000,648.7877259552479,31,,1779005852.2962499
fdx6d,0.125,0.01,24,2000000,542.3994989991188,1,,1779005853.0966518
fdx6d,0.125,0.02,24,2000000,549.9745900332928,4,,1779005853.904599
fdx6d,0.5,0.0,24,2000000,540.2679530084133,1,,1779005854.7033415
fdx6d,0.02,0.0,24,2000000,356.33133098483086,1,,1779005855.317941
fdx6d,0.25,0.045,24,2000000,581.881355971098,3,,1779005856.1581995
fdx6d,0.075,0.0,24,2000000,331.10955598950386,1,,1779005856.7466292
fdx6d,0.25,0.05,24,2000000,391.0049640238285,1,,1779005857.395706
fdx6d,0.125,0.035,24,2000000,599.855259001255,3,,1779005858.2537172
fdx6d,0.125,0.012,24,2000000,544.942647010088,3,,1779005859.0556033
fdx6d,0.25,0.021,24,2000000,552.4519529938698,10,,1779005859.8660667
fdx6d,0.25,0.024,24,2000000,559.1641929745674,20,,1779005860.6830192
fdx6d,0.25,0.175,24,2000000,707.7247589826584,38,,1779005861.6499066
fdx6d,0.75,0.0,24,2000000,786.8037460148335,64,,1779005862.6949298
fdx6d,0.25,0.018,24,2000000,548.673730045557,3,,1779005863.50129
fdx6d,0.125,0.025,24,2000000,563.7392470240593,1,,1779005864.3260777
fdx6d,0.125,0.115,24,2000000,400.6193580031395,1,,1779005864.9851038
fdx6d,0.25,0.04,24,2000000,578.3625820279121,25,,1779005865.8215356
fdx6d,0.25,0.03,24,2000000,561.2542929947376,13,,1779005866.6409712
fdx6d,0.175,0.0,24,2000000,556.7045350074768,15,,1779005867.4557831
fdx6d,0.125,0.018,24,2000000,549.6384939849377,2,,1779005868.2634032
fdx6d,0.25,0.022,24,2000000,,,,1779005870.5235057
fdx6d,0.2,0.0,24,2000000,444.0902949869633,3,,1779005871.2257915
fdx6d,0.125,0.021,24,2000000,557.8804450035095,1,,1779005872.0419958
fdx6d,0.25,0.01,24,2000000,546.9468319714069,12,,1779005872.8465414
fdx6d,0.25,0.001,24,2000000,536.6947950124741,12,,1779005873.6416123
fdx6d,0.25,0.035,24,2000000,566.7845700085163,16,,1779005874.466862
fdx6d,0.125,0.022,24,2000000,571.0266539752483,3,,1779005875.2950473
fdx6d,0.125,0.04,24,2000000,577.7013330161572,2,,1779005876.1303933
fdx6d,0.0,0.0,24,32,545.0185250043869,35,,1779005876.9309504
fdx6d,0.0,0.0,24,0,22.978142976760864,,Must be an integer from 1 to 2^50,1779005877.2132826
fdx6d,0.25,0.027,24,2000000,555.4290110170841,1,,1779005878.027169
fdx6d,0.125,0.075,24,2000000,387.29960501194,1,,1779005878.6716928
fdx6d,0.125,0.023,24,2000000,439.21553298830986,3,,1779005879.3680215
fdx6d,0.25,0.025,24,2000000,557.3233280181885,14,,1779005880.1856866
fdx6d,0.125,0.05,24,2000000,451.5348889827728,2,,1779005880.8951159
fdx6d,0.25,0.125,24,2000000,661.6782169938087,33,,1779005881.8148754
fdx6d,0.25,0.075,24,2000000,610.2943169772625,15,,1779005882.6833386
fdx6d,0.25,0.015,24,2000000,545.0577539801598,4,,1779005883.4857101
fdx6d,0.125,0.1,24,2000000,512.7809469997883,3,,1779005884.2560134
fdx6d,0.25,0.032,24,2000000,567.7014630138874,3,,1779005885.0807528
fdx6d,0.125,0.0,24,2000000,403.9149859845638,3,,1779005885.7430327
fdx6d,0.25,0.012,24,2000000,551.2546969950199,8,,1779005886.5527217
fdx6d,0.125,0.028,24,2000000,432.868616014719,3,,1779005887.2434087
fdx6d,0.125,0.06,24,2000000,593.7654199898243,2,,1779005888.0953224
fdx6d,0.125,0.032,24,2000000,563.8826059997082,2,,1779005888.9170887
fdx6d,0.25,0.005,24,2000000,540.6630550026894,1,,1779005889.7154355
fdx6d,0.25,0.023,24,2000000,,,,1779005891.978621
fdx6d,0.125,0.005,24,2000000,419.05799502134323,1,,1779005892.6549017
fdx6d,0.125,0.008,24,2000000,541.9358170330524,1,,1779005893.4551687
fdx6d,0.25,0.1,24,2000000,,,,1779005895.716185
fdx6d,1.0,0.0,24,2000000,1044.5433639883995,142,,1779005897.019141
fdx6d,0.1,0.0,24,2000000,529.940280020237,1,,1779005897.807015
fdx6d,0.0,0.0,24,1,146.81054696440697,1,,1779005898.2089581
fdx6d,0.25,0.15,24,2000000,685.673427015543,39,,1779005899.1526031
fdx6d,0.25,0.06,24,2000000,597.3555150330067,21,,1779005900.008015
fdx6d,0.3,0.0,24,2000000,635.7193190157413,18,,1779005900.9012966
fdx6d,0.125,0.027,24,2000000,565.4898310005665,2,,1779005901.7242916
fdx6d,0.25,0.026,24,2000000,559.0626649856567,16,,1779005902.541218
fdx6d,0.125,0.001,24,2000000,534.1448090076447,1,,1779005903.3334162
fdx6d,0.125,0.024,24,2000000,429.5175350010395,2,,1779005904.020976
fdx6d,0.25,0.028,24,2000000,569.1691430211067,15,,1779005904.8480868
fdx6d,0.25,0.008,24,2000000,540.2578249871731,15,,1779005905.6468003
fdx6d,0.0,0.0,24,64,668.2150880098343,71,,1779005906.5709386
fdx6d,0.03,0.0,24,2000000,484.60493901371956,1,,1779005907.3131523
fdx6d,0.125,0.003,24,2000000,563.8897469937801,1,,1779005908.1342
fdx6d,0.05,0.0,24,2000000,383.1242789924145,1,,1779005908.7754912
fdx6d,0.04,0.0,24,2000000,520.4920649826527,1,,1779005909.5522304
b18c384nbt,0.25,0.027,25,2000000,310.06682899594307,262,,1779005910.1203394
b18c384nbt,0.0,0.0,25,32,152.74215200543404,35,,1779005910.5288177
b18c384nbt,0.125,0.024,25,2000000,170.59085103869438,86,,1779005910.9582362
b18c384nbt,0.125,0.032,25,2000000,185.0969330072403,106,,1779005911.401827
b18c384nbt,0.125,0.005,25,2000000,159.90641397237778,54,,1779005911.8199034
b18c384nbt,0.25,0.023,25,2000000,299.6386950016022,222,,1779005912.3775811
b18c384nbt,0.25,0.018,25,2000000,292.9350199997425,185,,1779005912.929188
b18c384nbt,0.25,0.01,25,2000000,288.6265580058098,248,,1779005913.4767158
b18c384nbt,0.03,0.0,25,2000000,109.95571398735046,2,,1779005913.84462
b18c384nbt,0.25,0.003,25,2000000,276.7483380138874,231,,1779005914.3800373
b18c384nbt,0.125,0.026,25,2000000,175.72861498594284,93,,1779005914.8141742
b18c384nbt,0.25,0.2,25,2000000,,,,1779005917.077059
b18c384nbt,0.25,0.026,25,2000000,309.5771649777889,227,,1779005917.6448023
b18c384nbt,0.2,0.0,25,2000000,227.41494700312614,100,,1779005918.1298296
b18c384nbt,0.25,0.175,25,2000000,200.2718859910965,127,,1779005918.5872958
b18c384nbt,0.125,0.028,25,2000000,177.74834898114204,52,,1779005919.025715
b18c384nbt,0.125,0.06,25,2000000,215.46956899762154,150,,1779005919.4997592
b18c384nbt,0.25,0.125,25,2000000,154.87378099560738,43,,1779005919.9116619
b18c384nbt,0.25,0.015,25,2000000,292.00334200263023,273,,1779005920.461349
b18c384nbt,0.125,0.023,25,2000000,176.12608098983765,82,,1779005920.8957114
b18c384nbt,0.125,0.01,25,2000000,158.2989859879017,63,,1779005921.312014
b18c384nbt,0.25,0.02,25,2000000,293.15368896722794,246,,1779005921.8638158
b18c384nbt,0.125,0.02,25,2000000,170.4335009753704,83,,1779005922.2940176
b18c384nbt,0.1,0.0,25,2000000,125.88939499855042,20,,1779005922.6784623
b18c384nbt,0.25,0.1,25,2000000,121.34821099042892,10,,1779005923.0584557
b18c384nbt,0.25,0.045,25,2000000,321.8416660130024,247,,1779005923.6388342
b18c384nbt,0.5,0.0,25,2000000,525.9557160139084,601,,1779005924.4231627
b18c384nbt,0.25,0.032,25,2000000,309.17084300518036,228,,1779005924.990102
b18c384nbt,0.25,0.04,25,2000000,319.06842800974846,295,,1779005925.567189
b18c384nbt,0.125,0.075,25,2000000,93.77426001429558,1,,1779005925.9202027
b18c384nbt,0.125,0.015,25,2000000,164.89633402228355,63,,1779005926.3426473
b18c384nbt,0.4,0.0,25,2000000,423.4231600165367,350,,1779005927.0243657
b18c384nbt,0.25,0.06,25,2000000,341.251040995121,317,,1779005927.6237235
b18c384nbt,0.125,0.012,25,2000000,162.2447820007801,67,,1779005928.0440571
b18c384nbt,0.05,0.0,25,2000000,122.75689199566841,7,,1779005928.4250321
b18c384nbt,0.125,0.1,25,2000000,125.19020500779152,15,,1779005928.8088417
b18c384nbt,0.125,0.05,25,2000000,200.53056600689888,126,,1779005929.2687554
b18c384nbt,0.125,0.001,25,2000000,155.39455699920654,54,,1779005929.682458
b18c384nbt,0.25,0.021,25,2000000,297.91172102093697,261,,1779005930.2385604
b18c384nbt,0.125,0.008,25,2000000,156.45834097266197,60,,1779005930.6529925
b18c384nbt,0.25,0.028,25,2000000,303.23864498734474,296,,1779005931.2142823
b18c384nbt,0.25,0.024,25,2000000,298.89927101135254,282,,1779005931.771986
b18c384nbt,0.125,0.003,25,2000000,151.43355202674866,54,,1779005932.1817505
b18c384nbt,0.3,0.0,25,2000000,327.26640099287033,303,,1779005932.7678313
b18c384nbt,0.25,0.025,25,2000000,301.5427440106869,267,,1779005933.328239
b18c384nbt,0.15,0.0,25,2000000,177.28337800502777,87,,1779005933.7640119
b18c384nbt,0.125,0.03,25,2000000,181.37869200110435,90,,1779005934.2040167
b18c384nbt,1.0,0.0,25,2000000,1027.447087019682,1373,,1779005935.4890938
b18c384nbt,0.125,0.022,25,2000000,171.20037803053856,67,,1779005935.9183238
b18c384nbt,0.25,0.15,25,2000000,175.2013520002365,86,,1779005936.3521757
b18c384nbt,0.25,0.005,25,2000000,280.5271719992161,241,,1779005936.890695
b18c384nbt,0.0,0.0,25,64,179.82769000530243,71,,1779005937.3267608
b18c384nbt,0.25,0.008,25,2000000,292.0032359957695,242,,1779005937.8763928
b18c384nbt,0.125,0.115,25,2000000,135.0531029999256,39,,1779005938.2693405
b18c384nbt,0.175,0.0,25,2000000,292.36263501644135,132,,1779005938.820676
b18c384nbt,0.25,0.022,25,2000000,297.25505301356316,265,,1779005939.376593
b18c384nbt,0.25,0.115,25,2000000,141.40266999602318,45,,1779005939.775997
b18c384nbt,0.125,0.025,25,2000000,,,,1779005942.0387745
b18c384nbt,0.0,0.0,25,0,15.098183006048203,,Must be an integer from 1 to 2^50,1779005942.3137474
b18c384nbt,0.25,0.075,25,2000000,368.85865300893784,309,,1779005942.9405563
b18c384nbt,0.0,0.0,25,1,53.79051297903061,1,,1779005943.2496004
b18c384nbt,0.125,0.0,25,2000000,147.15869599580765,40,,1779005943.6576056
b18c384nbt,0.04,0.0,25,2000000,101.87722000479698,1,,1779005944.0175948
b18c384nbt,0.25,0.03,25,2000000,305.9104560017586,225,,1779005944.582031
b18c384nbt,0.125,0.045,25,2000000,197.71432301402092,110,,1779005945.0380583
b18c384nbt,0.02,0.0,25,2000000,99.16448798775673,1,,1779005945.3956866
b18c384nbt,0.125,0.021,25,2000000,173.60044300556183,63,,1779005945.8268309
b18c384nbt,0.25,0.001,25,2000000,279.65371400117874,239,,1779005946.3638678
b18c384nbt,0.75,0.0,25,2000000,775.332592010498,1010,,1779005947.3969443
b18c384nbt,0.125,0.035,25,2000000,189.2641990184784,96,,1779005947.8441586
b18c384nbt,0.06,0.0,25,2000000,142.5543859899044,40,,1779005948.2452006
b18c384nbt,0.25,0.035,25,2000000,309.6834180057049,233,,1779005948.8124242
b18c384nbt,0.25,0.012,25,2000000,289.4997340142727,248,,1779005949.359538
b18c384nbt,0.25,0.05,25,2000000,325.1955069899559,303,,1779005949.9426787
b18c384nbt,0.125,0.04,25,2000000,228.05534198880196,66,,1779005950.428617
b18c384nbt,0.25,0.0,25,2000000,281.0291959941387,227,,1779005950.9687881
b18c384nbt,0.125,0.018,25,2000000,168.86728098988533,92,,1779005951.3952844
b18c384nbt,0.125,0.027,25,2000000,178.62518897652626,97,,1779005951.8325355
b18c384nbt,0.075,0.0,25,2000000,176.72193199396133,79,,1779005952.2677004
b28c512nbt,0.15,0.0,25,2000000,177.59976801276207,1,,1779005952.7033036
b28c512nbt,0.125,0.027,25,2000000,310.3127240240574,74,,1779005953.2707305
b28c512nbt,0.125,0.04,25,2000000,190.89530795812607,1,,1779005953.7197447
b28c512nbt,0.25,0.02,25,2000000,297.9189049601555,59,,1779005954.2760115
b28c512nbt,0.25,0.075,25,2000000,354.6388650238514,63,,1779005954.8876312
b28c512nbt,0.25,0.012,25,2000000,290.0684010088444,61,,1779005955.4356642
b28c512nbt,0.1,0.0,25,2000000,229.51618602871895,1,,1779005955.9226878
b28c512nbt,0.25,0.025,25,2000000,311.0256559550762,71,,1779005956.4923348
b28c512nbt,0.25,0.15,25,2000000,172.01509201526642,2,,1779005956.9218495
b28c512nbt,0.03,0.0,25,2000000,144.5464589893818,1,,1779005957.3243642
b28c512nbt,0.25,0.0,25,2000000,277.7917880117893,52,,1779005957.8604498
b28c512nbt,0.25,0.018,25,2000000,297.11346501111984,68,,1779005958.4157903
b28c512nbt,0.125,0.1,25,2000000,261.59264200925827,29,,1779005958.9350817
b28c512nbt,0.04,0.0,25,2000000,225.33018898963928,1,,1779005959.4183033
b28c512nbt,0.4,0.0,25,2000000,427.62442496418953,164,,1779005960.1041827
b28c512nbt,0.0,0.0,25,32,279.60432800650597,35,,1779005960.6393251
b28c512nbt,0.25,0.045,25,2000000,321.3396840393543,61,,1779005961.2189283
b28c512nbt,0.125,0.024,25,2000000,174.22354099154472,1,,1779005961.6507828
b28c512nbt,0.2,0.0,25,2000000,227.5444539785385,15,,1779005962.136291
b28c512nbt,0.0,0.0,25,64,305.6935679912567,71,,1779005962.6982832
b28c512nbt,0.25,0.028,25,2000000,304.86951100826263,33,,1779005963.2608
b28c512nbt,0.125,0.075,25,2000000,225.1920289993286,1,,1779005963.7439494
b28c512nbt,0.25,0.032,25,2000000,308.5643840134144,83,,1779005964.3107994
b28c512nbt,0.125,0.008,25,2000000,284.8303359746933,61,,1779005964.8544426
b28c512nbt,0.25,0.035,25,2000000,,,,1779005967.108579
b28c512nbt,0.05,0.0,25,2000000,282.99929398298264,1,,1779005967.6490252
b28c512nbt,0.25,0.005,25,2000000,287.5945999920368,68,,1779005968.1943123
b28c512nbt,0.25,0.05,25,2000000,326.3267329931259,89,,1779005968.778096
b28c512nbt,0.25,0.03,25,2000000,,,,1779005971.037631
b28c512nbt,0.125,0.021,25,2000000,299.4561809897423,1,,1779005971.595396
b28c512nbt,0.075,0.0,25,2000000,251.1441439986229,2,,1779005972.1042178
b28c512nbt,0.25,0.01,25,2000000,289.3060749769211,19,,1779005972.652208
b28c512nbt,0.125,0.015,25,2000000,295.1402580142021,19,,1779005973.2056565
b28c512nbt,0.125,0.05,25,2000000,328.05389499664307,52,,1779005973.7914083
b28c512nbt,0.25,0.1,25,2000000,385.89930498600006,67,,1779005974.435115
b28c512nbt,0.125,0.045,25,2000000,194.04210299253464,4,,1779005974.887022
b28c512nbt,0.125,0.001,25,2000000,283.27715799212456,49,,1779005975.4283466
b28c512nbt,0.125,0.005,25,2000000,152.7701070010662,2,,1779005975.8388677
b28c512nbt,0.125,0.06,25,2000000,336.3994809985161,50,,1779005976.4334471
b28c512nbt,0.125,0.026,25,2000000,302.8189840018749,73,,1779005976.9945135
b28c512nbt,0.25,0.115,25,2000000,397.65810000896454,145,,1779005977.650118
b28c512nbt,0.125,0.115,25,2000000,268.44041699171066,2,,1779005978.176224
b28c512nbt,0.25,0.2,25,2000000,227.76243898272514,1,,1779005978.6625378
b28c512nbt,0.25,0.027,25,2000000,306.17707800865173,69,,1779005979.2269166
b28c512nbt,1.0,0.0,25,2000000,1029.7401550114155,459,,1779005980.5148003
b28c512nbt,0.25,0.023,25,2000000,306.9011259973049,36,,1779005981.0797942
b28c512nbt,0.25,0.024,25,2000000,304.04594099521637,33,,1779005981.6416323
b28c512nbt,0.06,0.0,25,2000000,205.67824402451515,10,,1779005982.104783
b28c512nbt,0.25,0.06,25,2000000,336.4355439841747,98,,1779005982.6992202
b28c512nbt,0.125,0.0,25,2000000,281.16832599043846,43,,1779005983.2382894
b28c512nbt,0.25,0.001,25,2000000,282.5006320178509,65,,1779005983.777893
b28c512nbt,0.25,0.175,25,2000000,202.98498299717903,3,,1779005984.24031
b28c512nbt,0.125,0.032,25,2000000,313.36433401703835,35,,1779005984.811338
b28c512nbt,0.3,0.0,25,2000000,326.34541299939156,49,,1779005985.3958826
b28c512nbt,0.25,0.021,25,2000000,297.742987036705,67,,1779005985.9523237
b28c512nbt,0.125,0.03,25,2000000,308.96825900673866,37,,1779005986.5195365
b28c512nbt,0.125,0.01,25,2000000,287.5834019780159,45,,1779005987.065074
b28c512nbt,0.25,0.026,25,2000000,309.17009299993515,68,,1779005987.6318529
b28c512nbt,0.125,0.022,25,2000000,174.32874897122383,2,,1779005988.0641477
b28c512nbt,0.25,0.04,25,2000000,321.40197202563286,59,,1779005988.6434507
b28c512nbt,0.25,0.022,25,2000000,298.47722098231316,72,,1779005989.2001498
b28c512nbt,0.75,0.0,25,2000000,778.6553879976273,436,,1779005990.236844
b28c512nbt,0.125,0.012,25,2000000,289.09508499503136,56,,1779005990.783776
b28c512nbt,0.125,0.025,25,2000000,308.9617990255356,59,,1779005991.350879
b28c512nbt,0.125,0.018,25,2000000,165.02169701457024,1,,1779005991.7737148
b28c512nbt,0.0,0.0,25,0,11.584195017814636,,Must be an integer from 1 to 2^50,1779005992.0424504
b28c512nbt,0.02,0.0,25,2000000,169.04037800431252,1,,1779005992.4699445
b28c512nbt,0.25,0.015,25,2000000,297.4277219772339,18,,1779005993.025601
b28c512nbt,0.125,0.035,25,2000000,315.33471900224686,74,,1779005993.5981052
b28c512nbt,0.175,0.0,25,2000000,199.1230529844761,3,,1779005994.055016
b28c512nbt,0.0,0.0,25,1,84.38908398151398,1,,1779005994.394628
b28c512nbt,0.125,0.003,25,2000000,278.2086089849472,29,,1779005994.930849
b28c512nbt,0.125,0.02,25,2000000,170.60574197769165,1,,1779005995.3597066
b28c512nbt,0.25,0.125,25,2000000,154.85165399312973,1,,1779005995.771624
b28c512nbt,0.25,0.008,25,2000000,284.361171990633,19,,1779005996.313766
b28c512nbt,0.125,0.023,25,2000000,174.8436460196972,1,,1779005996.7470524
b28c512nbt,0.25,0.003,25,2000000,282.9815430343151,52,,1779005997.2878582
b28c512nbt,0.5,0.0,25,2000000,531.5857919752598,256,,1779005998.0777786
b28c512nbt,0.125,0.028,25,2000000,313.5520360171795,78,,1779005998.6491916
fdx6d,0.125,0.026,25,2000000,565.8132269978523,3,,1779005999.4729064
fdx6d,0.0,0.0,25,0,16.665488988161087,,Must be an integer from 1 to 2^50,1779005999.7469323
fdx6d,0.25,0.06,25,2000000,593.6474869847298,17,,1779006000.598304
fdx6d,0.0,0.0,25,64,666.4736960232258,70,,1779006001.5204203
fdx6d,0.125,0.008,25,2000000,416.5248410105705,1,,1779006002.1955135
fdx6d,0.125,0.012,25,2000000,545.732589006424,1,,1779006002.9994311
fdx6d,0.125,0.001,25,2000000,405.8552170097828,2,,1779006003.66339
fdx6d,0.25,0.01,25,2000000,552.0398549735546,1,,1779006004.4732783
fdx6d,0.125,0.028,25,2000000,433.15048801898956,4,,1779006005.164079
fdx6d,0.25,0.045,25,2000000,573.2786710262299,9,,1779006005.9945822
fdx6d,0.25,0.028,25,2000000,565.3537129759789,17,,1779006006.8176754
fdx6d,0.25,0.1,25,2000000,378.0759849846363,1,,1779006007.4535751
fdx6d,0.25,0.02,25,2000000,552.7308549880981,4,,1779006008.2643433
fdx6d,0.0,0.0,25,1,149.0415040254593,1,,1779006008.6687598
fdx6d,0.25,0.025,25,2000000,553.4492619931698,12,,1779006009.4790003
fdx6d,0.125,0.01,25,2000000,418.95557302236557,1,,1779006010.1553247
fdx6d,0.25,0.035,25,2000000,565.7221630215645,13,,1779006010.9792123
