model,cadence_s,first_report_s,trial_idx,max_visits,dt_ms,visits_at_first_packet,error,timestamp
b28c512nbt,0.125,0.005,11,2000000,332.4710150063038,34,,1779002805.9663808
b28c512nbt,0.25,0.025,11,2000000,355.9346279799938,55,,1779002806.5874183
b28c512nbt,0.125,0.01,11,2000000,308.3213129937649,48,,1779002807.1572382
b28c512nbt,0.5,0.0,11,2000000,532.902301967144,200,,1779002807.9483008
b28c512nbt,0.25,0.02,11,2000000,306.68267199397087,55,,1779002808.512787
b28c512nbt,0.125,0.1,11,2000000,310.4960199892521,16,,1779002809.0815866
b28c512nbt,0.125,0.023,11,2000000,303.92641496658325,52,,1779002809.6434288
b28c512nbt,0.1,0.0,11,2000000,234.94703897833824,5,,1779002810.136701
b28c512nbt,0.075,0.0,11,2000000,260.9067049920559,25,,1779002810.655634
b28c512nbt,0.25,0.012,11,2000000,295.9275650382042,42,,1779002811.2097268
b28c512nbt,0.125,0.027,11,2000000,185.27621001005173,1,,1779002811.6519992
b28c512nbt,1.0,0.0,11,2000000,1058.2365999817848,564,,1779002812.9739747
b28c512nbt,0.125,0.001,11,2000000,296.5897839963436,37,,1779002813.5276694
b28c512nbt,0.25,0.05,11,2000000,,,,1779002815.7904744
b28c512nbt,0.125,0.024,11,2000000,360.84500700235367,47,,1779002816.4099634
b28c512nbt,0.15,0.0,11,2000000,438.872436016798,71,,1779002817.107333
b28c512nbt,0.25,0.032,11,2000000,343.75219401717186,20,,1779002817.7085552
b28c512nbt,0.25,0.125,11,2000000,418.85155802965164,115,,1779002818.3865259
b28c512nbt,0.25,0.015,11,2000000,298.358815997839,53,,1779002818.9468892
b28c512nbt,0.25,0.028,11,2000000,319.2885150015354,45,,1779002819.5240855
b28c512nbt,0.2,0.0,11,2000000,235.7412709891796,11,,1779002820.018444
b28c512nbt,0.05,0.0,11,2000000,260.72009801864624,1,,1779002820.5371842
b28c512nbt,0.25,0.15,11,2000000,483.0572589933872,82,,1779002821.2776713
b28c512nbt,0.125,0.04,11,2000000,323.85998699069023,75,,1779002821.860572
b28c512nbt,0.125,0.012,11,2000000,175.18680000305176,2,,1779002822.2945025
b28c512nbt,0.125,0.018,11,2000000,309.9636610150337,50,,1779002822.8635058
b28c512nbt,0.25,0.021,11,2000000,326.7256479859352,63,,1779002823.4490836
b28c512nbt,0.25,0.022,11,2000000,311.3620409965515,48,,1779002824.0195193
b28c512nbt,0.25,0.024,11,2000000,309.48066398501396,69,,1779002824.5903783
b28c512nbt,0.125,0.035,11,2000000,201.56420901417732,1,,1779002825.0511117
b28c512nbt,0.25,0.018,11,2000000,338.5347140133381,57,,1779002825.6482263
b28c512nbt,0.3,0.0,11,2000000,392.910364985466,80,,1779002826.300057
b28c512nbt,0.25,0.115,11,2000000,411.36044999957085,138,,1779002826.9699593
b28c512nbt,0.125,0.022,11,2000000,194.07247799634933,2,,1779002827.4205577
b28c512nbt,0.125,0.115,11,2000000,268.7999330163002,2,,1779002827.9473667
b28c512nbt,0.125,0.02,11,2000000,174.6384750008583,2,,1779002828.3800828
b28c512nbt,0.125,0.028,11,2000000,178.03461802005768,2,,1779002828.8156407
b28c512nbt,0.125,0.003,11,2000000,280.3478410243988,45,,1779002829.3555086
b28c512nbt,0.25,0.175,11,2000000,201.9631199836731,3,,1779002829.8153353
b28c512nbt,0.175,0.0,11,2000000,201.3395940065384,1,,1779002830.274159
b28c512nbt,0.06,0.0,11,2000000,266.5218330025673,4,,1779002830.7986712
b28c512nbt,0.25,0.005,11,2000000,283.93587601184845,56,,1779002831.3400478
b28c512nbt,0.25,0.026,11,2000000,320.55285599827766,70,,1779002831.919211
b28c512nbt,0.02,0.0,11,2000000,233.9864879846573,1,,1779002832.4115689
b28c512nbt,0.25,0.001,11,2000000,276.24715399742126,65,,1779002832.9458294
b28c512nbt,0.25,0.045,11,2000000,325.7800250053406,66,,1779002833.5298886
b10c128,0.125,0.05,12,2000000,78.47940400242805,182,,1779002833.868869
b10c128,0.125,0.115,12,2000000,140.18469402194023,763,,1779002834.272295
b10c128,0.25,0.035,12,2000000,109.52945998311043,59,,1779002834.6435735
b10c128,0.125,0.06,12,2000000,192.28801700472832,185,,1779002835.1106892
b10c128,0.125,0.023,12,2000000,57.32876601815224,6,,1779002835.434727
b10c128,0.25,0.005,12,2000000,332.59534898400307,1650,,1779002836.0282705
b10c128,0.25,0.175,12,2000000,232.8729319870472,1014,,1779002836.5223358
b10c128,0.4,0.0,12,2000000,435.33340498805046,2587,,1779002837.2217395
b10c128,0.25,0.115,12,2000000,161.09750699996948,676,,1779002837.6435783
b10c128,0.04,0.0,12,2000000,86.70136800408363,132,,1779002837.9892533
b10c128,0.125,0.003,12,2000000,180.33389303088188,826,,1779002838.4304729
b10c128,0.25,0.024,12,2000000,90.02406004071236,22,,1779002838.7793345
b10c128,0.125,0.075,12,2000000,,,,1779002841.0424023
b10c128,0.125,0.005,12,2000000,164.79654201865196,380,,1779002841.4683814
b10c128,0.25,0.001,12,2000000,318.2943169772625,1380,,1779002842.0525599
b10c128,0.25,0.05,12,2000000,147.69273698329926,38,,1779002842.4723701
b10c128,0.25,0.025,12,2000000,100.12972697615623,4,,1779002842.8430047
b10c128,0.125,0.026,12,2000000,143.02664801478386,6,,1779002843.247971
b10c128,0.125,0.018,12,2000000,175.33538901805878,736,,1779002843.6888406
b10c128,0.25,0.2,12,2000000,,,,1779002845.9505863
b10c128,0.25,0.008,12,2000000,291.0039230287075,1002,,1779002846.503047
b10c128,0.75,0.0,12,2000000,785.4320179820061,4323,,1779002847.5475621
b10c128,0.2,0.0,12,2000000,245.63171699643135,1264,,1779002848.0548956
b10c128,0.15,0.0,12,2000000,181.7756159901619,735,,1779002848.4987044
b10c128,0.25,0.1,12,2000000,138.07082998752594,611,,1779002848.896454
b10c128,0.25,0.015,12,2000000,314.9492799937725,1793,,1779002849.4724357
b10c128,0.125,0.008,12,2000000,169.50618302822113,797,,1779002849.9072895
b10c128,0.25,0.018,12,2000000,310.2107230424881,1820,,1779002850.4765172
b10c128,0.125,0.032,12,2000000,62.708867996931076,56,,1779002850.799695
b10c128,0.125,0.027,12,2000000,67.07246100902557,58,,1779002851.1257646
b10c128,0.25,0.02,12,2000000,72.5467070043087,1,,1779002851.4610434
b10c128,0.125,0.015,12,2000000,199.72945499420166,883,,1779002851.920766
b10c128,0.02,0.0,12,2000000,66.46022799611092,13,,1779002852.247347
b10c128,0.05,0.0,12,2000000,74.1143159866333,191,,1779002852.5846865
b10c128,0.125,0.035,12,2000000,65.16609302163124,42,,1779002852.913611
b10c128,0.125,0.01,12,2000000,163.05349296331406,789,,1779002853.3362432
b10c128,0.125,0.021,12,2000000,50.476841032505035,1,,1779002853.6472695
b10c128,0.25,0.15,12,2000000,180.27300202846527,992,,1779002854.0995715
b10c128,0.125,0.025,12,2000000,51.349224001169205,14,,1779002854.4154096
b10c128,0.125,0.024,12,2000000,57.10434001684189,13,,1779002854.734826
b10c128,0.1,0.0,12,2000000,162.4174810051918,508,,1779002855.1573393
b10c128,0.25,0.045,12,2000000,68.5622889995575,88,,1779002855.4843774
b10c128,0.25,0.027,12,2000000,78.16516795754433,54,,1779002855.822655
b10c128,0.25,0.06,12,2000000,84.67781901359558,135,,1779002856.1659205
b10c128,0.25,0.0,12,2000000,290.04465195536613,1273,,1779002856.718257
b10c128,1.0,0.0,12,2000000,1060.3459250032902,6506,,1779002858.0382404
b10c128,0.25,0.075,12,2000000,123.40168899297714,400,,1779002858.4295824
b10c128,0.25,0.021,12,2000000,96.71921798586845,1,,1779002858.784818
b10c128,0.25,0.01,12,2000000,294.96910002827644,1515,,1779002859.3406885
b10c128,0.25,0.012,12,2000000,298.2984060049057,1639,,1779002859.8984506
b10c128,0.125,0.001,12,2000000,180.64792600274086,690,,1779002860.3384082
b10c128,0.175,0.0,12,2000000,224.35157001018524,969,,1779002860.8281884
b10c128,0.125,0.04,12,2000000,76.52459600567818,131,,1779002861.1629395
b10c128,0.25,0.032,12,2000000,60.0146290063858,22,,1779002861.4818428
b10c128,0.125,0.045,12,2000000,86.17970398068428,121,,1779002861.8292258
b10c128,0.125,0.012,12,2000000,185.41291898488998,769,,1779002862.2752151
b10c128,0.125,0.028,12,2000000,49.634203016757965,50,,1779002862.5829387
b10c128,0.075,0.0,12,2000000,107.09780797362328,336,,1779002862.9533846
b10c128,0.25,0.023,12,2000000,50.25116601586342,10,,1779002863.2638383
b10c128,0.3,0.0,12,2000000,324.32126197218895,1839,,1779002863.847637
b10c128,0.03,0.0,12,2000000,52.0032339990139,64,,1779002864.1593864
b10c128,0.25,0.028,12,2000000,54.33158800005913,46,,1779002864.4724555
b10c128,0.25,0.003,12,2000000,277.2327989935875,1831,,1779002865.0098743
b10c128,0.5,0.0,12,2000000,530.7471770048141,3218,,1779002865.8022702
b10c128,0.25,0.022,12,2000000,102.09326899051666,2,,1779002866.16959
b10c128,0.06,0.0,12,2000000,167.36359998583794,241,,1779002866.603315
b10c128,0.25,0.026,12,2000000,97.979326993227,26,,1779002866.9646711
b10c128,0.25,0.125,12,2000000,162.70002600550652,619,,1779002867.387621
b10c128,0.125,0.022,12,2000000,51.34805101156235,6,,1779002867.6965737
b10c128,0.25,0.03,12,2000000,58.76122200489044,20,,1779002868.0132833
b10c128,0.125,0.02,12,2000000,195.59915998578072,564,,1779002868.4713192
b10c128,0.125,0.03,12,2000000,105.66139996051788,76,,1779002868.8363445
b10c128,0.125,0.0,12,2000000,156.39622899889946,648,,1779002869.2581577
b10c128,0.125,0.1,12,2000000,142.29398995637894,540,,1779002869.661487
b10c128,0.25,0.04,12,2000000,93.53736498951912,146,,1779002870.0129914
b18c384nbt,0.125,0.045,12,2000000,219.69433698058128,108,,1779002870.4914336
b18c384nbt,1.0,0.0,12,2000000,1033.9208889901638,1300,,1779002871.787996
b18c384nbt,0.3,0.0,12,2000000,349.36856803297997,267,,1779002872.395044
b18c384nbt,0.25,0.028,12,2000000,319.7502440214157,241,,1779002872.975306
b18c384nbt,0.25,0.1,12,2000000,129.90158101916313,13,,1779002873.363941
b18c384nbt,0.4,0.0,12,2000000,440.951357036829,417,,1779002874.062887
b18c384nbt,0.125,0.06,12,2000000,250.45921900868416,108,,1779002874.572045
b18c384nbt,0.25,0.001,12,2000000,298.6028779745102,154,,1779002875.1302311
b18c384nbt,0.125,0.012,12,2000000,178.39842501282692,75,,1779002875.5661016
b18c384nbt,0.25,0.025,12,2000000,318.43346804380417,242,,1779002876.142983
b18c384nbt,0.25,0.04,12,2000000,332.6056279838085,244,,1779002876.7334146
b18c384nbt,0.125,0.026,12,2000000,183.14875701069832,78,,1779002877.1750505
b18c384nbt,0.15,0.0,12,2000000,197.657232016325,67,,1779002877.6327672
b18c384nbt,0.25,0.0,12,2000000,283.31687700748444,221,,1779002878.1766114
b18c384nbt,0.25,0.018,12,2000000,300.9497529864311,227,,1779002878.7384448
b18c384nbt,0.25,0.003,12,2000000,297.9358049929142,224,,1779002879.2943435
b18c384nbt,0.125,0.018,12,2000000,181.02031898498535,68,,1779002879.7324648
b18c384nbt,0.02,0.0,12,2000000,140.9566459953785,2,,1779002880.130831
b18c384nbt,0.04,0.0,12,2000000,109.67641201615334,1,,1779002880.4973643
b18c384nbt,0.075,0.0,12,2000000,220.56973001360893,36,,1779002880.975569
b18c384nbt,0.175,0.0,12,2000000,250.1429100036621,116,,1779002881.489319
b18c384nbt,0.25,0.032,12,2000000,347.6010359823704,291,,1779002882.0951977
b18c384nbt,0.25,0.023,12,2000000,309.55888399481773,242,,1779002882.66263
b18c384nbt,0.05,0.0,12,2000000,153.7582390010357,17,,1779002883.0752866
b18c384nbt,0.25,0.175,12,2000000,208.4456490278244,107,,1779002883.543048
b18c384nbt,0.125,0.0,12,2000000,163.2180449962616,17,,1779002883.9679215
b18c384nbt,0.125,0.02,12,2000000,193.3789119720459,66,,1779002884.419366
b18c384nbt,0.25,0.03,12,2000000,327.12087401747704,258,,1779002885.0037653
b18c384nbt,0.25,0.008,12,2000000,316.43250799179077,227,,1779002885.5782912
b18c384nbt,0.125,0.027,12,2000000,184.81731498241425,75,,1779002886.0225682
b18c384nbt,0.25,0.022,12,2000000,316.8501940071583,237,,1779002886.597503
b18c384nbt,0.125,0.032,12,2000000,206.02003699541092,100,,1779002887.0616286
b18c384nbt,0.125,0.035,12,2000000,226.3121680021286,96,,1779002887.5459936
b18c384nbt,0.25,0.115,12,2000000,142.2774189710617,27,,1779002887.9464393
b18c384nbt,0.25,0.075,12,2000000,384.1997489929199,330,,1779002888.5885828
b18c384nbt,0.125,0.01,12,2000000,182.50745198130608,58,,1779002889.0232565
b18c384nbt,0.25,0.2,12,2000000,277.36870500445366,149,,1779002889.5605545
b18c384nbt,0.125,0.025,12,2000000,179.2729269862175,80,,1779002889.9975016
b18c384nbt,0.25,0.15,12,2000000,211.43381801247597,70,,1779002890.4702084
b18c384nbt,0.25,0.035,12,2000000,351.36532402038574,214,,1779002891.0789607
b18c384nbt,0.03,0.0,12,2000000,121.836590975523,2,,1779002891.4587617
b18c384nbt,0.25,0.045,12,2000000,327.1328569948673,294,,1779002892.04452
b18c384nbt,0.125,0.024,12,2000000,195.98858299851418,83,,1779002892.502299
b18c384nbt,0.125,0.003,12,2000000,155.65243899822235,36,,1779002892.9163828
b18c384nbt,0.5,0.0,12,2000000,553.4906159937382,560,,1779002893.7332127
b18c384nbt,0.25,0.012,12,2000000,,,,1779002895.9955814
b18c384nbt,0.125,0.021,12,2000000,206.88713401556015,28,,1779002896.461109
b18c384nbt,0.25,0.021,12,2000000,331.4817000031471,178,,1779002897.0506384
b18c384nbt,0.25,0.05,12,2000000,334.0107310116291,273,,1779002897.6425183
b18c384nbt,0.125,0.028,12,2000000,206.50537499785423,81,,1779002898.1068683
b18c384nbt,0.2,0.0,12,2000000,266.25510197877884,152,,1779002898.633279
b18c384nbt,0.125,0.015,12,2000000,170.6837119758129,70,,1779002899.0615788
b18c384nbt,0.06,0.0,12,2000000,181.22987699508667,44,,1779002899.5002577
b18c384nbt,0.125,0.005,12,2000000,192.83474001288414,44,,1779002899.952372
b18c384nbt,0.125,0.023,12,2000000,195.68204101920128,70,,1779002900.4060287
b18c384nbt,0.125,0.03,12,2000000,181.54258701205254,77,,1779002900.8455899
b18c384nbt,0.1,0.0,12,2000000,129.94279000163078,1,,1779002901.2374938
b18c384nbt,0.125,0.1,12,2000000,138.93227598071098,2,,1779002901.6377482
b18c384nbt,0.125,0.05,12,2000000,211.31045499444008,121,,1779002902.1081653
b18c384nbt,0.25,0.02,12,2000000,311.41007098555565,187,,1779002902.676926
b18c384nbt,0.125,0.022,12,2000000,175.73772698640823,52,,1779002903.1128705
b18c384nbt,0.125,0.075,12,2000000,264.451671987772,129,,1779002903.6352358
b18c384nbt,0.25,0.024,12,2000000,304.6464270055294,201,,1779002904.197893
b18c384nbt,0.125,0.115,12,2000000,148.97131404280663,35,,1779002904.6086922
b18c384nbt,0.125,0.001,12,2000000,160.9088180065155,41,,1779002905.0270507
b18c384nbt,0.25,0.005,12,2000000,297.3246000111103,148,,1779002905.5895042
b18c384nbt,0.25,0.026,12,2000000,327.5872920155525,252,,1779002906.1773174
b18c384nbt,0.125,0.008,12,2000000,191.31685400009155,26,,1779002906.6275694
b18c384nbt,0.25,0.01,12,2000000,294.9509260058403,231,,1779002907.1813807
b18c384nbt,0.75,0.0,12,2000000,782.3255219757557,947,,1779002908.2312388
b18c384nbt,0.25,0.125,12,2000000,158.58004701137543,47,,1779002908.6484513
b18c384nbt,0.25,0.015,12,2000000,294.9341529905796,232,,1779002909.2058318
b18c384nbt,0.25,0.027,12,2000000,313.4091399908066,253,,1779002909.7765656
b18c384nbt,0.25,0.06,12,2000000,339.66697400808334,282,,1779002910.3785784
b18c384nbt,0.125,0.04,12,2000000,201.13492196798325,115,,1779002910.8378804
b28c512nbt,0.06,0.0,12,2000000,218.41416096687317,1,,1779002911.314366
b28c512nbt,0.25,0.021,12,2000000,318.4792529642582,45,,1779002911.8912692
b28c512nbt,0.125,0.04,12,2000000,203.85593596100807,1,,1779002912.3533013
b28c512nbt,0.25,0.02,12,2000000,331.4659729897976,19,,1779002912.9418433
b28c512nbt,0.25,0.022,12,2000000,304.6087029874325,48,,1779002913.5063882
b28c512nbt,0.25,0.15,12,2000000,177.73145300149918,1,,1779002913.9425766
b28c512nbt,0.125,0.01,12,2000000,320.13658902049065,48,,1779002914.5223105
b28c512nbt,0.25,0.175,12,2000000,204.82331097126007,2,,1779002914.9854956
b28c512nbt,0.15,0.0,12,2000000,332.6260780096054,47,,1779002915.5761998
b28c512nbt,0.2,0.0,12,2000000,223.47378799319267,16,,1779002916.0576348
b28c512nbt,0.125,0.018,12,2000000,304.1809950172901,35,,1779002916.62032
b28c512nbt,0.25,0.1,12,2000000,394.64575096964836,111,,1779002917.2735698
b28c512nbt,0.125,0.035,12,2000000,198.15337300300598,2,,1779002917.7292988
b28c512nbt,0.25,0.025,12,2000000,309.3281039893627,55,,1779002918.2995653
b28c512nbt,0.25,0.005,12,2000000,308.9257900118828,42,,1779002918.8667085
b28c512nbt,1.0,0.0,12,2000000,1056.9969009757042,562,,1779002920.1806302
b28c512nbt,0.02,0.0,12,2000000,192.2182619869709,2,,1779002920.631393
b28c512nbt,0.125,0.05,12,2000000,362.7885520160198,19,,1779002921.2516928
b28c512nbt,0.25,0.026,12,2000000,305.78554701805115,55,,1779002921.8157284
b28c512nbt,0.25,0.023,12,2000000,315.54869201779366,59,,1779002922.3905752
b28c512nbt,0.125,0.06,12,2000000,227.25237196683884,2,,1779002922.8755748
b28c512nbt,0.25,0.008,12,2000000,311.3537629842758,50,,1779002923.4445527
b28c512nbt,0.25,0.035,12,2000000,353.1165200173855,65,,1779002924.0555742
b28c512nbt,0.125,0.028,12,2000000,207.55476599931717,2,,1779002924.5223124
b28c512nbt,0.25,0.028,12,2000000,360.11470302939415,64,,1779002925.1402886
b28c512nbt,0.125,0.03,12,2000000,203.17671701312065,1,,1779002925.604434
b28c512nbt,0.1,0.0,12,2000000,232.55301097035408,13,,1779002926.10157
b28c512nbt,0.25,0.01,12,2000000,313.83572003245354,46,,1779002926.6741786
b28c512nbt,0.25,0.2,12,2000000,238.2170430123806,6,,1779002927.1705444
b28c512nbt,0.25,0.024,12,2000000,327.2832770049572,20,,1779002927.759577
b28c512nbt,0.125,0.008,12,2000000,327.3395140171051,35,,1779002928.3455715
b28c512nbt,0.125,0.075,12,2000000,241.13516202569008,17,,1779002928.8453608
b28c512nbt,0.125,0.02,12,2000000,311.41543397307396,45,,1779002929.413763
b28c512nbt,0.125,0.001,12,2000000,313.9777570068836,44,,1779002929.9883046
b28c512nbt,0.25,0.015,12,2000000,293.7094420194626,60,,1779002930.5421958
b28c512nbt,0.25,0.03,12,2000000,309.37475502491,69,,1779002931.1103194
b28c512nbt,0.25,0.003,12,2000000,310.0597079694271,37,,1779002931.6789007
b28c512nbt,0.125,0.026,12,2000000,316.90862798690796,57,,1779002932.2532308
b28c512nbt,0.125,0.015,12,2000000,303.62875801324844,49,,1779002932.8165684
b28c512nbt,0.25,0.018,12,2000000,303.4775910079479,17,,1779002933.37919
b28c512nbt,0.125,0.032,12,2000000,313.54424199461937,65,,1779002933.9504414
b28c512nbt,0.125,0.045,12,2000000,214.541787981987,1,,1779002934.422887
b28c512nbt,0.125,0.022,12,2000000,312.61580696702003,63,,1779002934.995886
b28c512nbt,0.125,0.023,12,2000000,207.7761510014534,1,,1779002935.465571
b28c512nbt,0.075,0.0,12,2000000,314.5529770255089,5,,1779002936.0372572
b28c512nbt,0.25,0.075,12,2000000,353.181853979826,104,,1779002936.648153
b28c512nbt,0.175,0.0,12,2000000,202.38726198673248,2,,1779002937.108937
b28c512nbt,0.125,0.012,12,2000000,291.82480296492577,58,,1779002937.6586912
b28c512nbt,0.75,0.0,12,2000000,779.6579879820347,432,,1779002938.6980147
b28c512nbt,0.25,0.115,12,2000000,,,,1779002940.9613245
b28c512nbt,0.125,0.1,12,2000000,389.0998520255089,35,,1779002941.6089582
b28c512nbt,0.25,0.04,12,2000000,318.3281469941139,81,,1779002942.184728
b28c512nbt,0.25,0.06,12,2000000,343.3928789794445,51,,1779002942.7862105
b28c512nbt,0.25,0.05,12,2000000,330.46529400348663,93,,1779002943.3750732
b28c512nbt,0.25,0.027,12,2000000,344.61727100610733,66,,1779002943.9785626
b28c512nbt,0.125,0.021,12,2000000,352.8321890234947,43,,1779002944.5889947
b28c512nbt,0.25,0.045,12,2000000,329.28788697719574,68,,1779002945.180256
b28c512nbt,0.03,0.0,12,2000000,222.2169419825077,2,,1779002945.667514
b28c512nbt,0.4,0.0,12,2000000,444.1787239909172,143,,1779002946.3723845
b28c512nbt,0.5,0.0,12,2000000,535.4257900118828,228,,1779002947.1766899
b28c512nbt,0.25,0.125,12,2000000,412.6723379790783,122,,1779002947.8520625
b28c512nbt,0.04,0.0,12,2000000,199.3759780228138,2,,1779002948.313961
b28c512nbt,0.25,0.032,12,2000000,348.38393399119377,67,,1779002948.9196134
b28c512nbt,0.125,0.003,12,2000000,296.55900198221207,39,,1779002949.4759705
b28c512nbt,0.125,0.027,12,2000000,212.64325496554375,1,,1779002949.9483263
b28c512nbt,0.05,0.0,12,2000000,263.3565519750118,1,,1779002950.4691749
b28c512nbt,0.125,0.024,12,2000000,189.4475280046463,1,,1779002950.918882
b28c512nbt,0.25,0.001,12,2000000,280.64830496907234,33,,1779002951.4572828
b28c512nbt,0.25,0.0,12,2000000,287.3741529881954,55,,1779002952.0083199
b28c512nbt,0.25,0.012,12,2000000,338.06419801712036,56,,1779002952.6044295
b28c512nbt,0.125,0.025,12,2000000,307.8672530055046,51,,1779002953.1761818
b28c512nbt,0.125,0.115,12,2000000,307.7404389977455,3,,1779002953.7445755
b28c512nbt,0.125,0.0,12,2000000,284.9095360338688,30,,1779002954.2894359
b28c512nbt,0.125,0.005,12,2000000,291.9120379984379,54,,1779002954.839296
b28c512nbt,0.3,0.0,12,2000000,366.6815889775753,80,,1779002955.463542
fdx6d,0.125,0.015,12,2000000,456.1116449832916,2,,1779002956.1791234
fdx6d,0.25,0.015,12,2000000,591.999773979187,4,,1779002957.028548
fdx6d,0.125,0.035,12,2000000,496.7748839855194,1,,1779002957.785111
fdx6d,1.0,0.0,12,2000000,1041.3233689665794,118,,1779002959.084955
fdx6d,0.1,0.0,12,2000000,567.7733819782734,1,,1779002959.9101665
fdx6d,0.125,0.026,12,2000000,586.5785550177097,1,,1779002960.7545648
fdx6d,0.125,0.05,12,2000000,467.90383499860764,2,,1779002961.4803452
fdx6d,0.25,0.032,12,2000000,583.9080250263214,12,,1779002962.3216295
fdx6d,0.25,0.003,12,2000000,547.126795977354,3,,1779002963.1264582
fdx6d,0.125,0.022,12,2000000,428.736927986145,1,,1779002963.8174033
fdx6d,0.175,0.0,12,2000000,580.8526810109615,3,,1779002964.6545603
fdx6d,0.125,0.04,12,2000000,599.7476249933243,1,,1779002965.511816
fdx6d,0.125,0.021,12,2000000,594.2021000087261,1,,1779002966.3649797
fdx6d,0.04,0.0,12,2000000,528.4983569979668,1,,1779002967.1515307
fdx6d,0.25,0.025,12,2000000,566.6240229904652,5,,1779002967.9766266
fdx6d,0.125,0.01,12,2000000,549.4219419956207,7,,1779002968.7843585
fdx6d,0.4,0.0,12,2000000,,,,1779002971.0425663
fdx6d,0.125,0.024,12,2000000,434.40928798913956,1,,1779002971.7345033
fdx6d,0.25,0.125,12,2000000,662.7407319843769,18,,1779002972.655566
fdx6d,0.25,0.01,12,2000000,596.2254929840565,1,,1779002973.5101604
fdx6d,0.15,0.0,12,2000000,480.1419079899788,1,,1779002974.2470806
fdx6d,0.25,0.075,12,2000000,608.979524999857,32,,1779002975.1142352
fdx6d,0.25,0.05,12,2000000,583.0250929892063,25,,1779002975.9555635
fdx6d,0.075,0.0,12,2000000,487.11727702617645,1,,1779002976.701958
fdx6d,0.25,0.1,12,2000000,390.0190569758415,1,,1779002977.350032
fdx6d,0.25,0.001,12,2000000,540.9342000186443,9,,1779002978.1492825
fdx6d,0.25,0.0,12,2000000,534.2235949933529,1,,1779002978.9424417
fdx6d,0.125,0.0,12,2000000,510.157468020916,1,,1779002979.7108727
fdx6d,0.25,0.03,12,2000000,574.2287120223045,17,,1779002980.5415554
fdx6d,0.25,0.06,12,2000000,595.6781329810619,23,,1779002981.3952682
fdx6d,0.125,0.032,12,2000000,568.7597760260105,13,,1779002982.2222917
fdx6d,0.25,0.021,12,2000000,565.3373849987984,2,,1779002983.0448725
fdx6d,0.5,0.0,12,2000000,530.4203989803791,8,,1779002983.8344393
fdx6d,0.25,0.028,12,2000000,598.1422509849072,1,,1779002984.693244
fdx6d,0.125,0.075,12,2000000,619.1011019945145,9,,1779002985.5715606
fdx6d,0.25,0.023,12,2000000,583.1842730045319,7,,1779002986.4134977
fdx6d,0.25,0.012,12,2000000,551.6998630166054,9,,1779002987.2225993
fdx6d,0.3,0.0,12,2000000,672.7765719890594,21,,1779002988.1530325
fdx6d,0.25,0.04,12,2000000,602.6866539716721,13,,1779002989.0134306
fdx6d,0.75,0.0,12,2000000,808.5202759802341,58,,1779002990.0800624
fdx6d,0.25,0.008,12,2000000,583.9055449962616,1,,1779002990.9229393
fdx6d,0.125,0.02,12,2000000,577.9295149743557,2,,1779002991.758805
fdx6d,0.25,0.175,12,2000000,716.0352019965649,23,,1779002992.7321649
fdx6d,0.2,0.0,12,2000000,439.6385059952736,1,,1779002993.4335852
fdx6d,0.125,0.03,12,2000000,,,,1779002995.68727
fdx6d,0.125,0.028,12,2000000,449.0695590078831,2,,1779002996.4023366
fdx6d,0.125,0.008,12,2000000,724.0744090080261,17,,1779002997.3833997
fdx6d,0.125,0.023,12,2000000,465.02205100655556,1,,1779002998.11108
fdx6d,0.03,0.0,12,2000000,412.2366500198841,1,,1779002998.7822332
fdx6d,0.02,0.0,12,2000000,459.2997149825096,1,,1779002999.503569
fdx6d,0.25,0.022,12,2000000,561.680272012949,4,,1779003000.3233469
fdx6d,0.25,0.018,12,2000000,555.4257279932499,2,,1779003001.138046
fdx6d,0.125,0.003,12,2000000,429.8475549817085,1,,1779003001.8261738
fdx6d,0.25,0.15,12,2000000,740.7067979872227,23,,1779003002.8245938
fdx6d,0.125,0.115,12,2000000,526.8630020022392,2,,1779003003.6127546
fdx6d,0.25,0.2,12,2000000,534.319463968277,4,,1779003004.4055634
fdx6d,0.25,0.035,12,2000000,597.7988800108433,3,,1779003005.262339
fdx6d,0.25,0.02,12,2000000,564.8089590072632,5,,1779003006.0858648
fdx6d,0.06,0.0,12,2000000,479.2959259748459,1,,1779003006.8228257
fdx6d,0.05,0.0,12,2000000,424.57240200042725,1,,1779003007.5060613
fdx6d,0.125,0.005,12,2000000,577.9379779994488,1,,1779003008.341562
fdx6d,0.25,0.026,12,2000000,565.1420370042324,8,,1779003009.1665387
fdx6d,0.125,0.06,12,2000000,510.13490799069405,2,,1779003009.9344146
fdx6d,0.125,0.1,12,2000000,394.95444202423096,1,,1779003010.5892851
fdx6d,0.125,0.027,12,2000000,448.422443985939,1,,1779003011.2971282
fdx6d,0.25,0.005,12,2000000,552.3482109904289,1,,1779003012.1073349
fdx6d,0.125,0.045,12,2000000,616.7664110064507,3,,1779003012.982365
fdx6d,0.125,0.012,12,2000000,431.1478079855442,2,,1779003013.6722476
fdx6d,0.25,0.115,12,2000000,,,,1779003015.9342902
fdx6d,0.125,0.025,12,2000000,439.2378840148449,2,,1779003016.631613
fdx6d,0.25,0.024,12,2000000,561.5291929841042,1,,1779003017.4519644
fdx6d,0.25,0.045,12,2000000,589.1153689920902,5,,1779003018.2994938
fdx6d,0.125,0.018,12,2000000,576.9893520176411,3,,1779003019.1333501
