name,n_samples,V_max,best_target,target,status,H,kappa,rel_resid_std,pearson_resid_v,monotonicity_drop,peak_position,y_range,reason
2000-06-15i__turn41,199,15000,L2_joint_drift,L2_joint_drift,clean,0.04666684633488078,11792.316205725097,0.08312690053463613,-0.030371195657129146,0.0,0.9949494949494949,0.02498341165482998,
2000-06-16__turn57,773,15000,scoreLead_drift,visit_entropy_reduction,degenerate,9.204298251241807e-13,34.00000000000006,0.1013040798999399,-0.3229878964462988,inf,0.0,1.1804399915051333,
2000-06-16__turn57,773,15000,scoreLead_drift,winrate_drift,clean,0.0019503540906922153,9243.27389572074,0.17947389510375628,0.21086340017016747,0.0,0.9987046632124352,0.0044620707631111145,
2000-06-16__turn57,773,15000,scoreLead_drift,scoreLead_drift,clean,0.5625747620799666,220.13613819833176,0.15411615504271262,0.057271132520157045,0.0,0.9987046632124352,0.6727924346923828,
2000-06-16__turn57,773,15000,scoreLead_drift,L2_joint_drift,clean,0.0189535006154313,288.206944612407,0.15500341963749928,0.017577160139524043,0.0,0.9987046632124352,0.022473065182566643,
2000-06-21b__turn195,798,15000,winrate_drift,visit_entropy_reduction,degenerate,1.2266551662208001e-12,32.00000000000008,0.04957121977049529,-0.40784153435124376,inf,0.0,0.8337284423238951,
2000-06-21b__turn195,798,15000,winrate_drift,winrate_drift,clean,0.0011458215622984953,184.74159916783137,0.05336923879383058,0.2033183383706083,0.0,0.998745294855709,0.0014861170202493668,
2000-06-21b__turn195,798,15000,winrate_drift,scoreLead_drift,clean,0.15551723710685048,565.8717601044759,0.11794425390481243,0.16225086648329612,0.0,0.998745294855709,0.18201732635498047,
2000-06-21b__turn195,798,15000,winrate_drift,L2_joint_drift,clean,0.017205812972299967,565.3929012090898,0.11708262617558904,0.1637837398044014,0.0,0.998745294855709,0.02013099566102028,
2000-06-22c__turn40,788,15000,scoreLead_drift,visit_entropy_reduction,degenerate,186.0919292867402,1841796734.6110585,0.20815132712160264,0.8486055889075833,0.38003135967826773,0.8246505717916137,0.37131085676984815,
2000-06-22c__turn40,788,15000,scoreLead_drift,winrate_drift,degenerate,1.8176768847608837,13688832.000357416,0.10981548388460773,0.326491924301323,0.0,0.9987293519695044,0.018648922443389893,
2000-06-22c__turn40,788,15000,scoreLead_drift,scoreLead_drift,clean,0.5186374154881636,2808.508751673622,0.08284728848004005,0.12719642831609745,0.0,0.9987293519695044,1.0454177856445312,
2000-06-22c__turn40,788,15000,scoreLead_drift,L2_joint_drift,clean,0.01673718681887792,3170.2481771356543,0.08452132955336994,0.15076738419491104,0.0,0.9987293519695044,0.03830901999026537,
2000-06-28d__turn59,442,15000,L2_joint_drift,visit_entropy_reduction,degenerate,0.11712664612490455,7086.632796515769,0.12320288910180366,0.22019832837474454,0.3089460770926783,0.3469387755102041,0.2703537282237827,
2000-06-28d__turn59,442,15000,L2_joint_drift,winrate_drift,clean,0.008205130288246392,3650.6644822809476,0.09082075453120285,0.12470875562456508,0.0,0.9977324263038548,0.01200452446937561,
2000-06-28d__turn59,442,15000,L2_joint_drift,scoreLead_drift,clean,0.39921965401644344,2257.360828510077,0.0907321894017143,0.13707708432526428,0.0,0.9977324263038548,0.5075520277023315,
2000-06-28d__turn59,442,15000,L2_joint_drift,L2_joint_drift,clean,0.015478076342807632,2627.9207416558993,0.08905277089046368,0.12996449591312628,0.0,0.9977324263038548,0.020527401939034462,
